target name	accession	query name	accession2	E-value_full_sequence	score_full_sequence	bias_full_sequence	E-value_best_first_domain	score_best_first_domain	bias_best_first_domain	exp	reg	clu	ov	env	dom	rep	inc	Description_target
GCA_000017945-FLGBHGLA_06690	-	COG0455	-	2e-25	86.9	0.0	2.6e-25	86.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06220	-	COG1145	-	1e-25	86.6	23.0	7.9e-14	48.0	7.1	2.5	1	1	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_04190	-	COG0491	-	2.3e-25	86.5	0.1	3e-25	86.1	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02740	-	COG2004	-	1.6e-25	86.4	2.0	1.9e-25	86.2	2.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10490	-	COG1173	-	2.2e-25	86.3	6.8	2.9e-25	85.9	6.8	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01850	-	COG2163	-	1.7e-25	86.1	2.4	2.3e-25	85.6	2.4	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04810	-	COG1468	-	3.7e-25	86.1	0.0	4.7e-25	85.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06130	-	COG1588	-	1.2e-25	86.0	0.1	1.3e-25	85.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01380	-	COG0476	-	4.2e-25	85.9	0.0	5.3e-25	85.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01880	-	COG1761	-	1.6e-25	85.7	0.7	1.8e-25	85.6	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05990	-	COG0454	-	5.6e-25	85.3	0.0	6.6e-25	85.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02410	-	COG2129	-	6.4e-25	85.2	0.0	7.6e-25	85.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01370	-	COG0719	-	6.7e-25	85.1	0.2	6e-24	81.9	0.2	1.9	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12320	-	COG4976	-	8.4e-25	85.0	0.0	9.4e-25	84.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09490	-	COG2105	-	6.6e-25	84.8	0.4	7.2e-25	84.7	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14720	-	COG1369	-	5.7e-25	84.6	0.2	7.2e-25	84.3	0.2	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08380	-	COG1382	-	6.8e-25	84.5	17.3	7.7e-25	84.3	17.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01100	-	COG1994	-	1e-24	84.4	19.0	1.2e-24	84.2	19.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05200	-	COG1888	-	4.3e-25	84.4	5.5	4.5e-25	84.4	5.5	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02180	-	COG1439	-	8.3e-25	84.3	0.4	9e-25	84.2	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04260	-	COG1581	-	6.8e-25	84.1	2.3	7.9e-25	83.8	2.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09390	-	COG1402	-	1.2e-24	84.1	0.0	1.5e-24	83.9	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09950	-	COG0089	-	8.5e-25	84.1	3.0	1.7e-24	83.1	3.0	1.5	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13940	-	COG2033	-	1.4e-24	84.0	0.0	1.6e-24	83.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00320	-	COG0785	-	1.5e-24	83.8	17.1	1.6e-24	83.6	17.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14540	-	COG0186	-	7.4e-25	83.8	0.1	8.5e-25	83.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03580	-	COG0071	-	1.5e-24	83.7	0.0	1.6e-24	83.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12740	-	COG1853	-	1.7e-24	83.7	0.0	1.9e-24	83.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00750	-	COG3463	-	1.9e-24	83.5	26.9	2.3e-24	83.1	26.9	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12350	-	COG2174	-	1.7e-24	83.5	1.5	1.8e-24	83.4	1.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03220	-	COG0122	-	2.9e-24	83.3	0.0	3.6e-24	83.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00930	-	COG0258	-	1.9e-24	83.1	0.0	2.6e-24	82.7	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05190	-	COG0680	-	3e-24	82.9	0.1	3.4e-24	82.7	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04720	-	COG0197	-	2.6e-24	82.6	0.1	3.1e-24	82.3	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07450	-	COG0455	-	4.7e-24	82.4	0.0	5.9e-24	82.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01350	-	COG1524	-	4.1e-24	82.3	0.0	5.8e-24	81.8	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01860	-	COG1911	-	2.4e-24	82.1	0.2	2.5e-24	82.1	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03800	-	COG2097	-	2.2e-24	82.1	1.4	2.3e-24	82.1	1.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03190	-	COG4221	-	6.1e-24	81.7	0.0	7.1e-24	81.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08410	-	COG1215	-	3.7e-24	81.7	0.4	5.3e-24	81.1	0.4	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10430	-	COG4919	-	3.6e-24	81.5	3.2	3.7e-24	81.5	3.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06990	-	COG0361	-	3.5e-24	81.4	0.2	4.5e-24	81.0	0.2	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12170	-	COG0244	-	9.3e-24	81.3	5.0	1.5e-23	80.6	5.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02250	-	COG0636	-	5.3e-24	81.2	9.3	5.9e-24	81.1	9.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00470	-	COG1412	-	6.1e-24	81.2	0.2	7.5e-24	81.0	0.2	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00230	-	COG1468	-	1.2e-23	81.1	3.1	1.3e-23	81.0	3.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03670	-	COG2522	-	1e-23	80.7	0.5	1.3e-23	80.4	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03390	-	COG0186	-	7.1e-24	80.6	0.0	8.6e-24	80.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03640	-	COG2036	-	7.7e-24	80.6	4.1	8.6e-24	80.5	4.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11880	-	COG0328	-	2.1e-23	80.6	0.0	2.6e-23	80.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03840	-	COG1545	-	1.2e-23	80.5	2.2	1.3e-23	80.4	2.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12700	-	COG2062	-	1.5e-23	80.4	0.0	1.8e-23	80.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04350	-	COG4888	-	1.5e-23	80.1	0.3	1.6e-23	80.0	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05540	-	COG2138	-	2.5e-23	79.9	0.1	2.8e-23	79.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01830	-	COG1998	-	9.8e-24	79.7	3.1	1.1e-23	79.5	3.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07100	-	COG1427	-	3e-23	79.2	0.0	3.3e-23	79.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03340	-	COG1383	-	1.9e-23	78.9	0.7	2.1e-23	78.8	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01160	-	COG0476	-	6.5e-23	78.7	0.0	1.2e-22	77.9	0.0	1.4	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_03840	-	COG0648	-	5.1e-23	78.6	0.0	6.8e-23	78.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05770	-	COG2004	-	4.5e-23	78.5	1.4	4.8e-23	78.4	1.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12300	-	COG1534	-	6.7e-23	78.4	4.3	7e-23	78.4	4.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14410	-	COG1395	-	1.1e-22	78.3	0.2	1.1e-21	75.0	0.0	2.4	1	1	1	2	2	2	1	-
GCA_000017945-FLGBHGLA_11340	-	COG1034	-	7.6e-23	78.2	0.0	9.9e-23	77.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04580	-	COG0341	-	6.8e-23	78.1	12.0	8.5e-22	74.5	12.0	2.2	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02890	-	COG2167	-	4e-23	78.1	12.2	4.2e-23	78.0	12.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04210	-	COG0574	-	9e-23	78.0	0.0	2.1e-21	73.5	0.0	2.2	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04400	-	COG5360	-	7.2e-23	77.9	0.0	2e-22	76.4	0.0	1.6	1	1	1	2	2	2	1	-
GCA_000017945-FLGBHGLA_06120	-	COG0255	-	5.9e-23	77.7	6.1	6e-23	77.7	6.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01730	-	COG2263	-	8.9e-23	77.4	0.0	1e-22	77.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02370	-	COG1522	-	1.6e-22	77.4	0.0	1.6e-22	77.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04240	-	COG2140	-	9.3e-23	77.4	0.0	1.1e-22	77.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13770	-	COG1719	-	1.7e-22	77.4	0.0	2e-22	77.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11590	-	COG3971	-	1.3e-22	77.3	0.0	1e-15	54.7	0.0	2.2	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_05930	-	COG0298	-	1.1e-22	77.2	0.1	1.2e-22	77.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02720	-	COG0023	-	1.7e-22	76.6	3.4	2e-22	76.4	3.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13480	-	COG1872	-	2.2e-22	76.0	0.3	2.3e-22	75.9	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02260	-	COG1082	-	7e-22	75.6	0.5	8.7e-22	75.3	0.5	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02980	-	COG2036	-	3.7e-22	75.2	5.7	4.3e-22	75.0	5.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09320	-	COG0622	-	7.6e-22	75.1	0.0	8.9e-22	74.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05010	-	COG1813	-	8.9e-22	74.3	0.2	8.9e-22	74.3	0.2	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01230	-	COG2404	-	1.6e-21	74.0	0.0	8.6e-21	71.7	0.0	1.8	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06020	-	COG1719	-	2e-21	73.8	0.0	2.3e-21	73.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07260	-	COG0011	-	1.3e-21	73.8	0.2	1.4e-21	73.7	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01130	-	COG0648	-	2.4e-21	73.1	0.0	3.4e-21	72.6	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12010	-	COG0392	-	2.2e-21	73.1	28.7	2.9e-21	72.7	28.7	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01500	-	COG1813	-	2.3e-21	73.0	0.1	2.5e-21	72.9	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01310	-	COG1896	-	4.1e-21	72.6	0.1	4.6e-21	72.4	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00630	-	COG0472	-	4.3e-21	72.5	19.8	5.5e-21	72.2	19.8	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02510	-	COG1259	-	3.5e-21	72.5	0.0	4e-21	72.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12430	-	COG0455	-	5.3e-21	72.4	0.0	1.5e-20	70.9	0.0	1.6	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_03620	-	COG2157	-	2.6e-21	72.3	0.2	2.8e-21	72.2	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08430	-	COG0343	-	5e-21	72.3	0.0	6.7e-21	71.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03420	-	COG0717	-	5.2e-21	72.2	0.0	6e-21	72.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14250	-	COG1145	-	2.9e-21	72.1	12.0	1.4e-12	43.9	1.0	2.2	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_14100	-	COG0071	-	6.2e-21	72.0	0.5	8.8e-21	71.5	0.5	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03660	-	COG0212	-	9.2e-21	71.9	0.1	1.2e-20	71.5	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09240	-	COG1122	-	6.3e-21	71.9	0.0	6.3e-21	71.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04470	-	COG1534	-	8.3e-21	71.6	2.6	9.8e-21	71.4	2.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00110	-	COG2033	-	1e-20	71.5	1.2	1.2e-20	71.2	1.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08850	-	COG1695	-	6e-21	71.5	0.3	6.9e-21	71.3	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00550	-	COG3431	-	7.5e-21	71.2	13.0	8.5e-21	71.0	13.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01890	-	COG1644	-	6.9e-21	71.1	0.0	7.3e-21	71.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06040	-	COG0644	-	1.4e-20	71.1	5.1	1.7e-20	70.9	5.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10160	-	COG0560	-	2.6e-20	70.6	0.0	3.2e-20	70.3	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14060	-	COG3005	-	1.3e-20	70.5	0.0	3.1e-19	65.9	0.0	2.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14110	-	COG1309	-	2.2e-20	70.5	0.0	2.3e-20	70.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03180	-	COG1370	-	1.6e-20	70.4	0.0	1.8e-20	70.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05490	-	COG0616	-	2.1e-20	70.3	0.0	2.6e-20	70.0	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07860	-	COG2306	-	2.1e-20	70.2	0.0	5.9e-20	68.7	0.0	1.7	1	1	0	2	2	2	1	-
GCA_000017945-FLGBHGLA_12550	-	COG1993	-	2.3e-20	70.2	0.1	2.4e-20	70.1	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12110	-	COG1730	-	2.2e-20	70.0	6.9	2.5e-20	69.8	6.9	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00330	-	COG1094	-	2.1e-20	69.8	3.5	2.3e-20	69.6	3.5	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05260	-	COG0598	-	3.6e-20	69.8	0.1	5.3e-20	69.2	0.1	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05850	-	COG0455	-	3.6e-20	69.7	0.0	4.7e-20	69.3	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09340	-	COG2522	-	2.8e-20	69.6	0.0	3.2e-20	69.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13130	-	COG0671	-	4.5e-20	69.6	5.6	5.3e-20	69.3	5.6	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02060	-	COG1599	-	3.5e-20	69.4	7.2	8.6e-11	38.5	0.5	2.4	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_02060	-	COG3695	-	3.9e-20	68.9	0.0	4.8e-20	68.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11000	-	COG4634	-	4e-20	68.8	0.0	4.2e-20	68.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04090	-	COG0231	-	7.8e-20	68.4	0.5	1e-19	68.0	0.5	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01040	-	COG2051	-	9e-20	68.4	0.0	9.8e-20	68.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14870	-	COG1988	-	7.8e-20	68.4	9.8	1.3e-19	67.7	9.8	1.3	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08870	-	COG0184	-	6e-20	68.3	0.0	8.6e-20	67.7	0.0	1.4	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_01790	-	COG1215	-	4.8e-20	68.2	0.0	6.2e-20	67.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03660	-	COG2151	-	6.4e-20	68.2	0.0	6.7e-20	68.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08040	-	COG0720	-	1.2e-19	67.9	0.0	1.4e-19	67.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00020	-	COG1047	-	1.1e-19	67.8	0.5	1.3e-19	67.6	0.5	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04170	-	COG2425	-	1.9e-19	67.5	0.0	2.1e-19	67.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13730	-	COG2020	-	2.1e-19	67.1	0.1	2.8e-19	66.8	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04820	-	COG0491	-	2.3e-19	67.0	0.0	2.7e-19	66.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02490	-	COG0195	-	2e-19	66.7	1.3	2.5e-19	66.4	1.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04360	-	COG5431	-	2.1e-19	66.5	0.0	2.5e-19	66.3	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12680	-	COG1918	-	2.2e-19	66.5	0.9	2.4e-19	66.4	0.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11760	-	COG1378	-	2.8e-19	66.3	0.0	2.8e-19	66.3	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00620	-	COG0358	-	4.9e-19	66.0	4.5	5.9e-19	65.8	4.5	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09660	-	COG4122	-	4.8e-19	66.0	0.1	5.2e-19	65.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03080	-	COG2174	-	4.2e-19	65.7	0.5	4.9e-19	65.5	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11150	-	COG1238	-	5.2e-19	65.7	11.3	7.4e-19	65.2	11.3	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08180	-	COG1997	-	4.1e-19	65.5	1.3	4.7e-19	65.3	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09840	-	COG3005	-	4.1e-19	65.5	7.4	7.7e-09	31.9	0.0	3.3	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_11680	-	COG1343	-	4.7e-19	65.5	0.2	5.4e-19	65.3	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01040	-	COG1525	-	6.5e-19	65.4	0.0	7e-19	65.3	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11640	-	COG3005	-	5.2e-19	65.2	9.4	8.8e-18	61.2	4.0	2.5	1	1	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_02880	-	COG2118	-	9.8e-19	65.0	11.3	1.2e-18	64.7	11.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05150	-	COG3342	-	1e-18	64.3	0.0	1.2e-18	64.1	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00390	-	COG1997	-	1.1e-18	64.1	1.8	1.2e-18	64.0	1.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11420	-	COG0707	-	2.5e-18	64.1	1.0	3e-18	63.8	1.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11690	-	COG1468	-	2.6e-18	63.8	0.3	3.1e-18	63.5	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05710	-	COG0456	-	1.7e-18	63.7	0.1	1.9e-18	63.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00070	-	COG2126	-	1.2e-18	63.5	10.4	1.5e-18	63.2	10.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05040	-	COG1647	-	2.6e-18	63.5	0.1	2.3e-16	57.1	0.1	2.6	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_00170	-	COG1343	-	2.1e-18	63.4	0.7	2.4e-18	63.2	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10590	-	COG5271	-	1.6e-18	63.4	101.3	8e-18	61.1	101.5	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10920	-	COG4023	-	1.8e-18	63.2	0.2	1.9e-18	63.1	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04030	-	COG1730	-	3e-18	63.0	3.0	3.9e-18	62.6	3.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09430	-	COG0803	-	4e-18	63.0	0.0	4.8e-18	62.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01910	-	COG1141	-	3.2e-18	62.7	3.3	3.7e-18	62.5	3.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11920	-	COG0121	-	4.1e-18	62.7	0.0	4.6e-18	62.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11120	-	COG1436	-	3.7e-18	62.6	0.0	3.9e-18	62.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02470	-	COG2890	-	5.6e-18	62.5	0.0	6.4e-18	62.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12860	-	COG1063	-	5.6e-18	62.5	1.7	1.3e-16	58.0	1.7	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12130	-	COG2443	-	2.4e-18	62.4	0.1	2.5e-18	62.4	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02270	-	COG2051	-	7.6e-18	62.1	0.3	8.2e-18	61.9	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00460	-	COG5650	-	5e-18	62.1	37.3	5e-18	62.1	37.3	1.6	1	1	1	2	2	2	1	-
GCA_000017945-FLGBHGLA_13720	-	COG2242	-	6e-18	62.1	0.0	7.1e-18	61.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12780	-	COG1719	-	1.1e-17	61.7	0.1	1.4e-17	61.4	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00530	-	COG0558	-	1.5e-17	61.6	25.1	2.6e-16	57.6	25.1	2.1	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01740	-	COG1149	-	6.2e-18	61.6	0.1	6.2e-18	61.6	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03010	-	COG2835	-	5.9e-18	61.5	3.4	7.2e-16	54.8	3.4	2.1	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07320	-	COG4997	-	1.2e-17	61.4	0.1	1.5e-17	61.1	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03640	-	COG0727	-	1.8e-17	60.7	0.0	2e-17	60.5	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02940	-	COG4965	-	1.6e-17	60.6	0.2	3e-14	49.9	0.0	2.6	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_03520	-	COG2519	-	1.5e-17	60.6	0.0	1.7e-17	60.5	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06590	-	COG5551	-	2.6e-17	60.6	0.0	3e-17	60.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01580	-	COG1958	-	2.1e-17	60.3	0.0	2.3e-17	60.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08370	-	COG1145	-	1.5e-17	60.1	9.7	1.6e-17	59.9	9.7	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01360	-	COG0361	-	1.6e-17	60.0	0.1	2e-17	59.7	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12490	-	COG1100	-	2.2e-17	59.8	0.0	2.7e-17	59.5	0.0	1.0	1	0	0	1	1	1	1	-
