locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLGBHGLA_14690	gene	807	thyX			
FLGBHGLA_14700	CDS	234				hypothetical protein
FLGBHGLA_14700	gene	234				
FLGBHGLA_14710	CDS	309				hypothetical protein
FLGBHGLA_14710	gene	309				
FLGBHGLA_14720	CDS	456	rnp2	3.1.26.5	COG1369	Ribonuclease P protein component 2
FLGBHGLA_14720	gene	456	rnp2			
FLGBHGLA_14730	CDS	354				hypothetical protein
FLGBHGLA_14730	gene	354				
FLGBHGLA_14740	CDS	630				hypothetical protein
FLGBHGLA_14740	gene	630				
FLGBHGLA_14750	CDS	1002				hypothetical protein
FLGBHGLA_14750	gene	1002				
FLGBHGLA_14760	CDS	261				hypothetical protein
FLGBHGLA_14760	gene	261				
FLGBHGLA_14770	CDS	1359	fumC_2	4.2.1.2	COG0114	Fumarate hydratase class II
FLGBHGLA_14770	gene	1359	fumC_2			
FLGBHGLA_14780	CDS	2166	vat_3		COG0464	VCP-like ATPase
FLGBHGLA_14780	gene	2166	vat_3			
FLGBHGLA_14790	CDS	375				hypothetical protein
FLGBHGLA_14790	gene	375				
FLGBHGLA_14800	CDS	1038	taw1	4.1.3.44	COG0731	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase
FLGBHGLA_14800	gene	1038	taw1			
FLGBHGLA_14810	CDS	975				hypothetical protein
FLGBHGLA_14810	gene	975				
FLGBHGLA_14820	CDS	1362	aspS	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
FLGBHGLA_14820	gene	1362	aspS			
FLGBHGLA_14830	CDS	1008	kdsA	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
FLGBHGLA_14830	gene	1008	kdsA			
FLGBHGLA_14840	CDS	639	rnhB	3.1.26.4	COG0164	Ribonuclease HII
FLGBHGLA_14840	gene	639	rnhB			
FLGBHGLA_14850	CDS	414				hypothetical protein
FLGBHGLA_14850	gene	414				
FLGBHGLA_14860	CDS	456				hypothetical protein
FLGBHGLA_14860	gene	456				
FLGBHGLA_14870	CDS	408				hypothetical protein
FLGBHGLA_14870	gene	408				
FLGBHGLA_14880	CDS	927		2.4.2.54	COG1907	Beta-ribofuranosylaminobenzene 5'-phosphate synthase
FLGBHGLA_14880	gene	927				
FLGBHGLA_14890	CDS	1020	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
FLGBHGLA_14890	gene	1020	trpD			
